Line,Score
One way of dealing with this is shown in figure (c).,0.0
The region of the light that is intercepted by the pinhole is so small that one part of it is not out of step with another.,0.0
"Beyond the pinhole, light spreads out in a spherical wave; this is analogous to what happens when you speak into one end of a paper towel roll and the sound waves spread out in all directions from the other end.",0.0
"By the time the spherical wave gets to the double slit it has spread out and reduced its curvature, so that we can now think of it as a simple plane wave.",0.0
The parts of the final image on the screen in (c) are called diffraction fringes.,0.0
"Discussion Question

Why would x-rays rather than visible light be used to find the structure of a crystal?",0.0
Sound waves are used to make images of fetuses in the womb.,0.0
What would influence the choice of wavelength?,0.0
"5.2 Scaling of Diffraction

This chapter has “optics” in its title, so it is nominally about light, but we started out with an example involving water waves.",0.0
This is because diffraction effects scale uniformly.,0.0
This is unusually simple behavior!,0.0
"In the first book of this series we saw many examples of more complex scaling, such as the impossibility of bacteria the size of dogs, or the need for an elephant to eliminate heat through its ears because of its small surface-to-volume ratio, whereas a tiny shrew’s life-style centers around conserving its body heat.",0.0
"Of course water waves and light waves differ in many ways, not just in scale, but the general facts you will learn about diffraction are applicable to all waves.",0.0
"Another way of stating the simple scaling behavior of diffraction is that the type of diffraction we get depends only on the unitless ratio XI d, where X is the wavelength of the wave and d is some dimension of the diffracting objects, e.g.",0.0
the center-to-center spacing between the slits in figures (a) and (b).,0.0
"If, for instance, we scale up both X and dby a factor of 37, the ratio XId will be unchanged.",0.0
(c) A practical setup for observing diffraction of light.,0.0
"Section 5.2 Scaling of Diffraction

59



5.3 The Correspondence Principle

The only reason we don’t usually notice diffraction of light in everyday life is that we don’t normally deal with objects that are comparable in size to a wavelength of visible light, which is about a millionth of a meter.",0.0
"In the case of optics, the correspondence principle tells us that when \l d is small, both the ray and the wave model of light must give approximately the same result.",0.0
"Self-Check

What kind of wavelength would an electromagnetic wave have to have in order to diffract dramatically around your body?",0.0
"It would have to have a wavelength on the order of millimeters or meters, the same distance scale as that ot your body.",0.0
These would be microwaves or radio waves.,0.0
The ray model is not applicable here because A7dis on the order of 1.,0.0
"60

Chapter 5 Wave Optics





5.4 Huygens’ Principle



(a) Double-slit diffraction.",0.0
"(b) A wavefront can be analyzed by the principle of superposition, breaking it down into many small parts.",0.0
"(c) If it was by itself, each of the parts would spread out as a circular ripple.",0.0
(d) Adding up the ripples produces a new wavefront.,0.0
"This is an example of Huygens’ principle, named after the Dutch physicist who came up with it.",0.0
"In the case of sound or light waves, which propagate in three dimensions, the “ripples” are actually spherical rather than circular, but we can often imagine things in two dimensions for simplicity.",0.0
The paths of his light particles would correspond to rays in our description; the only significant difference between a ray model and a particle model of light would occur if one could isolate individual particles and show that light had a “graininess” to it.,0.0
"Newton never did this, so although he thought of his model as a particle model, it is more accurate to say he was one of the builders of the ray model.",0.0
Maxwell is said to have related his discovery to his wife one starry evening and told her that she was the only person in the world who knew what starlight was.,0.0
"5.5 Double-Slit Diffraction

X Y 7



(a) Double-slit diffraction.",0.0
(b) Application of Huygens' principle.,0.0
"Let’s now analyze double-slit diffraction, (a), using Huygens’ principle.",0.0
"If we assume that the width of the slits is small (on the order of the wavelength of the wave or less), then we can imagine only a single set of Huygens ripples spreading out from each one, (b).",0.0
"The only dimension of the diffracting slits that has any effect on the geometric pattern of the overlapping ripples is then the center-to-center distance, d, between the slits.",0.0
The superposition of the two sets of ripples therefore results in a doubling of the wave amplitude along this line.,0.0
There is constructive interference.,0.0
But the distance traveled does not have to be equal in order to get constructive interference.,0.0
"At the point along direction Z, one wave has gone nine wavelengths and the other ten.",0.0
"62

Chapter 5 Wave Optics





(d) The waves travel distances Z.1 and L2 from the two slits to get to the same point in space, at an angle 0 from the center line.",0.0
"Self-Check

At a point half a wavelength below the point marked along direction X, carry out a similar analysis.",0.0
Perfect destructive interference will occur when the number of wavelengths of path length difference equals an integer plus a half.,0.0
"The waves travel different distances to get to the same point in space, (d).",0.0
"One of our basic assumptions in this chapter is that we will only be dealing with the diffracted wave in regions very far away from the object that diffracts it, so the triangle is long and skinny.",0.0
"Most real-world examples with diffraction of light, in fact, would have triangles with even skinner proportions than this one.",0.0
"[condition for a maximum; m is an integer]

Here m equals 0 for the central maximum, -1 for the first maximum to its left, +2 for the second maximum on the right, etc.",0.0
"At this point, both waves would have traveled nine and a halt wavelengths.",0.0
(g) Double-slit diffraction patterns of long-wavelength red light (top) and short-wavelength blue light (bottom).,0.0
"As expected based on scaling, this equation relates angles to the unitless ratio A.Id.",0.0
"It was inevitable that the result would have these scaling properties, since the whole proof was geometric, and would have been equally valid when enlarged or reduced on a photocopying machine!",0.0
"Counterintuitively, this means that a diffracting object with smaller dimensions produces a bigger diffraction pattern, (f).",0.0
Example: Double-slit diffraction of blue and red light Blue light has a shorter wavelength than red.,0.0
"When the ratio A/cfis very small, we should recover the case of simple ray optics.",0.0
"This is exactly what we would expect from ray optics: the rays passing through the two slits would remain parallel, and would continue moving in the 0=0 direction.",0.0
"(In fact there would be images of the two separate slits on the screen, but our analysis was all in terms of angles, so we should not expect it to address the issue of whether there is structure within a set of rays that are all traveling in the 0=0 direction.)",0.0
the diameter of a piece of wire.,0.0
"Section 5.5 Double-Slit Diffraction

65



5.6 Repetition



(a) A triple slit.",0.0
"Suppose we replace a double slit with a triple slit, (a).",0.0
We can think of this as a third repetition of the structures that were present in the double slit.,0.0
The scale of the drawing is such that a wavelengths is one cm.,0.0
"In figure (c), we show the path lengths to a new point.",0.0
"This point is farther from slit A by a quarter of a wavelength, and correspondingly closer to slit C. The distance from slit B has hardly changed at all.",0.0
"To summarize, we have found that adding a third slit narrows down the central fringe dramatically.",0.0
"(c) At this point just off the central maximum, the path lengths traveled by the three waves have changed.",0.0
"(d) A double-slit diffraction pattern (top), and a triple-slit pattern (bottom).",0.0
"This is an example of a more general fact about diffraction: if some feature of the diffracting object is repeated, the locations of the maxima and minima are unchanged, but they become narrower.",0.0
"Taking this reasoning to its logical conclusion, a diffracting object with thousands of slits would produce extremely narrow fringes.",0.0
"5.7 Single-Slit Diffraction

If we use only a single slit, is there diffraction?",0.0
"If the slit is very narrow compared to a wavelength of light, then we can approximate its behavior by using only a single set of Huygens ripples.",0.0
"We could call this a diffraction pattern, but it is a completely featureless one, and it could not be used, for instance, to determine the wavelength of the light, as other diffraction patterns could.",0.0
"All of this, however, assumes that the slit is narrow compared to a wavelength of light.",0.0
"Figure (a) shows an example with water waves, and figure (b) with light.",0.0
"Check

How does the wavelength of the waves compare with the width of the slit in figure (a)?",0.0
"We will not go into the details of the analysis of single-slit diffraction, but let us see how its properties can be related to the general things we’ve learned about diffraction.",0.0
"For instance, shorter-wavelength light will produce a more closely spaced diffraction pattern.",0.0
Figures a-c are uncopyrighted photos from PSSC College Physics.,0.0
(a) Single-slit diffraction of water waves.,0.0
Thus any features of a star’s image must be due purely to optical effects such as diffraction.,0.0
Light diffracted around these struts.,0.0
"You might think that diffraction could be eliminated entirely by getting rid of all obstructions in the tube, but the circles around the stars are diffraction effects arising from single-slit diffraction at the mouth of the telescope’s tube!",0.0
"(Actually we have not even talked about diffraction through a circular slit, but the idea is the same.)",0.0
"Self-Check

What would this imply about radio telescopes as compared with visible-light telescopes?",0.0
"Discussion Question

Why is it optically impossible for bacteria to evolve eyes that use visible light to form images?",0.0
"coherent a light wave whose parts are all in phase with each other

Terminology Used in Other Books

wavelets the ripples in Huygens’ principle

Summary

Wave optics is a more general theory of light than ray optics.",0.0
"When light interacts with material objects that are much larger then one wavelength of the light, the ray model of light is approximately correct, but in other cases the wave model is required.",0.0
"As these sets of ripples add together, the wave evolves and moves through space.",0.0
"Since Huygens’ principle is a purely geometrical construction, diffraction effects obey a simple scaling rule: the behavior is unchanged if the wavelength and the dimensions of the diffracting objects are both scaled up or down by the same factor.",0.0
"We need only construct two sets of ripples, one spreading out from each slit.",0.0
"If some feature of a diffracting object is repeated, the diffraction fringes remain in the same places, but become narrower with each repetition.",0.0
A single slit can produce diffraction fringes if it is larger than one wavelength.,0.0
"Many practical instances of diffraction can be interpreted as single-slit diffraction, e.g.",0.0
diffraction in telescopes.,0.0
"The main thing to realize about single-slit diffraction is that it exhibits the same kind of relationship between A, d, and angles of fringes as in any other type of diffraction.",0.0
2.,0.0
Explain.,0.0
3 y.,0.0
"Spots of light, on both sides of the undeflected beam, appear on a screen 2.0 m away, (a) How far from the central axis is either of the two nearest spots?",0.0
4.,0.0
(The visible spectrum runs from about 400 nm to about 700 nm.),0.0
5.,0.0
"Ultrasound, i.e.",0.0
"sound waves with frequencies too high to be audible, can be used for imaging fetuses in the womb or for breaking up kidney stones so that they can be eliminated by the body.",0.0
Consider the latter application.,0.0
"Lenses can be built to focus sound waves, but because the wavelength of the sound is not all that small compared to the diameter of the lens, the sound will not be concentrated exactly at the geometrical focal point.",0.0
About 85% of the power is concentrated within the central spot.,0.0
y A computerized answer check is available.,0.0
"70

Chapter 5 Wave Optics





shape of the aperture.",0.0
Let the distance from the lens to the patient's kidney stone be L=20 cm.,0.0
"You will want^>20 kHz, so that the sound is inaudible.",0.0
6.,0.0
"For star images such as the ones in the photo in section 5.6, estimate the angular width of the diffraction spot due to diffraction at the mouth of the telescope.",0.0
"Assume a telescope with a diameter of 10 meters (the largest currently in existence), and light with a wavelength in the middle of the visible range.",0.0
Compare with the actual angular size of a star of diameter 109 m seen from a distance of 1017 m. What does this tell you?,0.0
Obtain a curved mirror from your instructor.,0.0
Look at your own face in the mirror.,0.0
"Now change the distance between your face and the mirror, and see what happens.",0.0
How do you explain your observations?,0.0
2.,0.0
"With the mirror held far away from you, observe the image of something behind you, over your shoulder.",0.0
Now bring your eye closer and closer to the mirror.,0.0
Can you see the image with your eye very close to the mirror?,0.0
Explain what’s happening.,0.0
3.,0.0
"Now imagine the following new situation, but don’t actually do it yet.",0.0
"Suppose you lay the mirror face-up on a piece of tissue paper, put your finger 5 or 10 cm or so above the mirror, and look at the image of your finger.",0.0
"As in part 2, you can bring your eye closer and closer to the mirror.",0.0
Write down a prediction of what will happen.,0.0
Will you be able to see the image with your eye very close to the mirror?,0.0
"Prediction:

Now test your prediction.",0.0
"If your prediction was incorrect, can you explain your results?",0.0
4.,0.0
Can you explain this observation?,0.0
5.,0.0
"Now imagine the following experiment, but don’t do it yet.",0.0
"Prediction:

Test your prediction.",0.0
"If your prediction was incorrect, can you explain what happened?",0.0
6.,0.0
"Now imagine forming an image with a curved mirror that bulges outward, and that therefore bends light rays away from the central axis.",0.0
Draw a typical ray diagram.,0.0
Is the image real or virtual?,0.0
Will there be more than one type of image?,0.0
"Prediction:

Test your prediction with the new type of mirror.",0.0
"73



Exercise 3A: Object and Image Distances

Equipment:

optical benches inbending mirrors illuminated objects

1.",0.0
Set up the optical bench with the mirror at zero on the centimeter scale.,0.0
2.,0.0
Is the image real or virtual?,0.0
How do you know?,0.0
Draw a ray diagram.,0.0
3.,0.0
Measure the image distance and write your result in the table on the board.,0.0
4.,0.0
What do you notice about the trend of the data on the board?,0.0
"Draw a second ray diagram with a different object distance, and show why this makes sense.",0.0
"Equipment:

eyeglasses

outbending lenses for students who don’t wear glasses or use inbending glasses rulers and metersticks scratch paper marking pens

Most people who wear glasses have glasses whose lenses are outbending, which allows them to focus on objects far away.",0.0
"In this exercise you will determine the focal length of your own glasses by taking them off, holding them at a distance from your face, and looking through them at a set of parallel lines on a piece of paper.",0.0
This object distance can be used in order to find the focal length of the lens.,0.0
1.,0.0
Use a marker to draw three evenly spaced parallel lines on the paper.,0.0
(A spacing of a few cm works well.),0.0
2.,0.0
"What can you do in your experiment in order to make these two quantities nearly the same, so the math is simpler?",0.0
3.,0.0
4.,0.0
"75



Exercise 5: Single-slit diffraction

Equipment:

rulers

computer spreadsheet or computer program for adding sine waves

The following page is a diagram of a single slit and a screen onto which its diffraction pattern is projected.",0.0
The class will make a numerical prediction of the intensity of the pattern at the different points on the screen.,0.0
"The idea is to break up the wavefront in the mouth of the slit into nine parts, each of which is assumed to radiate semicircular ripples as in Huygens’ principle.",0.0
1.,0.0
"For simplicity, let’s imagine that we were only to use two sets of ripples rather than nine.",0.0
You could measure the distance from each of the two points inside the slit to your point on the screen.,0.0
Suppose the distances were both 25.0 cm.,0.0
What would be the amplitude of the superimposed waves at this point on the screen?,0.0
Suppose one distance was 24.0 cm and the other was 25.0 cm.,0.0
What would happen?,0.0
What if one was 24.0 cm and the other was 26.0 cm?,0.0
What if one was 24.5 cm and the other was 25.0 cm?,0.0
Can you estimate the answer in the case where the distances are 24.7 and 25.0 cm?,0.0
2.,0.0
"Although it is possible to calculate mathematically the amplitude of the sine wave that results from superimposing two sine waves with an arbitrary phase difference between them, the algebra is rather laborious, and it become even more tedious when we have more than two waves to superimpose.",0.0
"Instead, one can simply use a computer spreadsheet or some other computer program to add up the sine waves numerically at a series of points covering one complete cycle.",0.0
This is what we will actually do.,0.0
"You just need to enter the relevant data into the computer, then examine the results and pick off the amplitude from the resulting list of numbers.",0.0
3.,0.0
"Measure all nine distances to your group’s point on the screen, and write them on the board - that way everyone can see everyone else’s data, and the class can try to make sense of why the results came out the way they did.",0.0
4.,0.0
Why do you think the intensity at the center came out the way it did?,0.0
Would it have mattered if we had used 900 sets of ripples rather than 9?,0.0
5.,0.0
"Looking at the raw data for the point that had the least intensity, can you see why it came out that way?",0.0
6.,0.0
What do you notice about the width of the central maximum compared to the width of the first side maximum?,0.0
How is this different from double-slit interference?,0.0
7.,0.0
Why does it make sense that the intensity at some random angle far from the center would tend to be small?,0.0
8.,0.0
"Single-slit diffraction can actually be calculated using equations in closed form rather than doing it numerically, and one result is that the intensity of the second maximum is always smaller than the intensity of the central maximum by a factor of 4/9n2.",0.0
Note that the intensity (in units of watts per unit area) is proportional to the square of the wave’s amplitude.,0.0
Compare our results with the exact result.,0.0
"Heat can only be conducted through matter, but there is vacuum between us and the sun, or between us and the filament of an incandescent bulb.",0.0129
"Chapter 1 The Ray Model of Light



14



1.2 Interaction of Light with Matter



specular reflection



diffuse reflection

(a) Diffuse and specular reflection.",0.0258
"If a mirror on a wall is only big enough for you to see yourself from your head down to your waist, can you see your entire body by backing up?",0.0258
It’s highly unlikely that any student has ever retained these lengthy tables in his or her mind for more than five minutes after handing in the final exam in a physics course.,0.0258
"52

Chapter 4 Refraction and Images





Summary

Selected Vocabulary

refraction the change in direction that occurs when a wave encounters the interface

between two media

index of refraction an optical property of matter; the speed of light in a vacuum divided by

the speed of light in the substance in question

Notation

n the index of refraction

Summary

Refraction is change in direction that occurs when a wave encounters the interface between two media.",0.0258
"We were able to get away with the simple ray model because the chunks of matter we were discussing, such as lenses and mirrors, were thousands of times larger than a wavelength of light.",0.0258
"X Y z

111



(c) Because both sets of ripples have ten wavelengths to cover in order to reach the point along direction X, they will be in step when they get there.",0.0258
"We know based on scaling arguments that the angular sizes of features in the diffraction pattern must be related to the wavelength and the width, a, of the slit by some relationship of the form

— <-> 0

a

This is indeed true, and for instance the angle between the maximum of the central fringe and the maximum of the next fringe on one side equals 1.5A,/ a.",0.0258
Then go in the bathroom and see how close you can get your face to the surface of the mirror before you can no longer easily focus on the image of your own eyes.,0.0516
"In most human-built optical devices, such as a movie projector, the light is bent as it passes into a lens, bent again as it reemerges, and then reaches a focus beyond the lens.",0.0516
"The wavelength of the wave is 1 cm, and we assume for simplicity that each set of ripples has an amplitude of 1 unit when it reaches the screen.",0.0516
"(If your house has electric heat, then there is absolutely no point in fastidiously turning off lights in the winter; the lights will help to heat the house at the same dollar rate as the electric heater.)",0.0534
"Even though the spherical mirror (solid line) is not well adapted for viewing an object at infinity, we can improve its performance greatly by stopping it down.",0.0535
"Elowever, we assumed that a focused image would be formed, which would not necessarily be true, for instance, for a mirror that was asymmetric or very deeply curved.",0.069
"the earth’s gravitational force on a falling object) and contact forces such as the normal force, which only allow distant objects to exert forces on each other by shooting some substance across the space between them (e.g.",0.0772
"The differences among white, black, and the various shades of grey in between is a matter of how what percentage of the light they absorb and what percentage they reflect.",0.0772
"• A stream of light is not really confined to a finite number of narrow

lines.",0.0772
"For instance, if you are diving and you look up at the surface of the water, you will see a reflection of yourself.",0.0772
Many of the interactions of light and matter can be understood by considering what happens when light reaches the boundary between two different substances.,0.0772
"Now if you want to know something about mirror images that most people don’t understand, try this.",0.0772
"This number is called the index of refraction of the medium, written as in equations.",0.0772
If we simply want to observe a diffraction pattern or to use diffraction as a technique for studying the object doing the diffracting (e.g.,0.0772
A theoretically infinite number of circular wave patterns somehow conspire to add together and produce the simple linear wave motion with which we are familiar.,0.0772
"a

Constructive interference will result in a maximum at angles for which L-L’ is an integer number of wavelengths,

L-L’ = mk .",0.0772
"If we investigate how light is reflected by a mirror, we will find that the process is horrifically complex, but the final result is surprisingly simple.",0.09
"Hint: Consider the units used to measure the brightness of light, and recall that the sun is lower in the sky in winter, so its rays are coming in at a shallower angle.",0.1027
"57

5.1 Diffraction

X Y 7



(a) In this view from overhead, a straight, sinusoidal water wave encounters a barrier with two gaps in it.",0.1027
"The crowning achievement was the demonstration by the experimentalist Heinrich Hertz and the theorist James Clerk

Section 5.4 Huygens’ Principle

61





Maxwell that light was an electromagnetic wave.",0.1027
"If the original theory had not worked in any cases at all, it would never have become accepted.",0.1245
"In science fiction movies, laser beams are often shown as bright lines shooting out of a laser gun on a spaceship.",0.128
"In real life, an eyepiece lens is normally used for additional magnification, but this simpler setup will also work.",0.128
"For a given doubleslit spacing d, the smaller value of A/d for leads to smaller values of sin 0, and therefore to a more closely spaced set of diffraction fringes, (g)

Example: The correspondence principle Let’s also consider how the equations for double-slit diffraction relate to the correspondence principle.",0.128
"More practical devices for measuring light intensity, such as the light meters built into some cameras, are based on the conversion of light into electrical energy, but these meters have to be calibrated somehow against heat measurements.",0.1406
"Refraction

The fundamental physical phenomenon at work in the eye is that when light crosses a boundary between two media (such as air and the eye’s jelly), part of its energy is reflected, but part passes into the new medium.",0.1406
"Stereo speakers create the illusion of music that comes from a band arranged in your living room, but why doesn’t the stereo illusion work with bass notes?",0.1406
"It may seem surprising that we don’t get a simple pattern like figure (b), but the pattern would only be that simple if the wavelength was hundreds of times shorter than the distance between the gaps in the barrier and the widths of the gaps.",0.1406
"Bizarre as the Greek “collision of stuff theory” might seem, it had a couple of good features.",0.1531
"In (a), it has been necessary to choose a finite number of rays to draw (five), rather than the theoretically infinite number of rays that will diverge from that point.",0.1531
"Section 1.4 Geometry of Specular Reflection

21

1.5* The Principle of Least Time for Reflection



The solid lines are physically possible paths for ight rays traveling from A to B and from Ato C. They obey the principle of least time.",0.1531
This is exactly what one would expect if the constant depended on the ratio of some number characterizing one medium to the number characteristic of the second medium.,0.1531
"(This is no great loss of generality, since any surface with a sufficiently shallow curvature can be approximated with a sphere.)",0.1531
It occurs when there is no angle that satisfies Snell’s law.,0.1531
In double-slit diffraction the application of Huygens’ principle is visually convincing: it is as though all the sets of ripples have been blocked except for two.,0.1531
"Thomas Young (1773-1829) was the person who finally, a hundred years later, did a careful search for wave interference effects with light and analyzed the results correctly.",0.1531
"A second issue is that light from sources such as the sun or a lightbulb

58

Chapter 5 Wave Optics





does not consist of a nice neat plane wave, except over very small regions of space.",0.17
"1.3 The Ray Model of Light

Models of light

Note how I’ve been casually diagramming the motion of light with pictures showing light rays as lines on the page.",0.1779
"Conversely, a bigger do leads to a smaller d. (2) Each ray will extend out along a radius of the sphere.",0.1779
(1) The image may be sharp when the object is at certain distances and blurry when it is at other distances.,0.1779
"Once the correct form of the equation has been determined, the magnification can be found via the equation

Summary

41





Homework Problems



1.",0.1779
"• The refractive properties of liquid mixtures and solutions vary in a

smooth and systematic manner as the proportions of the mixture are changed.",0.1779
"The latter technique is very commonly used, and the CRC Handbook of Physics and Chemistry, for instance, contains extensive tables of the refractive properties of sugar solutions, cat urine, and so on.",0.1779
"(The index of refraction of air at normal atmospheric pressure is 1.0003, so for most purposes it is a good approximation to assume that air has n= 1.)",0.1779
"This is an example of a general idea enunciated by the physicist Niels Bohr, called the correspondence principle: when flaws in a physical theory lead to the creation of a new and more general theory, the new theory must still agree with the old theory within its more restricted area of applicability.",0.1796
"492 BC), who unfortunately were very influential, claimed that when you looked at a candle flame, the flame and your eye were both sending out some kind of mysterious stuff, and when your eye’s stuff collided with the candle’s stuff, the candle would become evident to your sense of sight.",0.2006
"The dish’s sensitivity is overkill for most jobs, and for example it would have easily been able to pick up signals from a species on the other side of the galaxy that were no more intense than the ones humans themselves have transmitted out into space.",0.2006
"We will instead spend most of this book making use of a simpler model of light, the ray model, which does a fine job in most practical situations.",0.2023
"In top part of figure (a), imagine that the rays of light are coming from the sun.",0.2023
The only way light can get out of the lamp is by going up out of the top of the bowl.,0.2023
"Numerical measurement of the brightness of light

We have already seen that the physiological sensation of loudness relates to the sound’s intensity (power per unit area), but is not directly proportional to it.",0.2023
"Brightness is related to power per unit area, but the relationship is a logarithmic one rather than a proportionality.",0.2023
"Before we dive in, let’s consider why this is an important example.",0.2023
"The distinction between a real image and a virtual image is an important one, because a real image can projected onto a screen or photographic film.",0.2023
"At the top ot the graph, cf.",0.2023
The next thing to note is that it is possible to have situations where no possible angle for the refracted ray can satisfy Snell’s law.,0.2023
"So far this book has discussed the interaction of light waves with matter, and its practical applications to optical devices like mirrors, but we have used the ray model of light almost exclusively.",0.2023
"Self

Section 5.6 Single-Slit Diffraction

67





An important scientific example of single-slit diffraction is in telescopes.",0.2023
"Then path AQC is a straight line whose length is the same as AQB, and path APC has the same length as path APB.",0.2263
"Since AQC is straight, it must be shorter than any other path such as APC that connects A and C, and therefore AQB must be shorter than any path such as APB.",0.2263
"In a vacuum, a light ray moves in a straight line.",0.2263
"From drawing ray diagrams, we have already seen what happens when the object is very close to the mirror: the mirror intercepts a cone of rays from the object that is very broad, too broad to allow the mirror to bend the rays back together again.",0.2263
"Even though our proof depended on the assumption that the image was real, the equation we derived turns out to be applicable to virtual images, provided that we either interpret the positive and negative signs in a certain way, or else modify the equation to have different positive and negative signs.",0.2263
"Since measuring the angles would only allow him to determine the ratio of the indices of refraction of two media, Snell had to pick some medium and define it as having n= 1.",0.2263
"After that, the two sides of the car will once again be moving at the same speed, and the car will go straight.",0.2263
"The light is aimed straight into the end of the fiber, and as long as the fiber never goes through any turns that are too sharp, the light will always encounter the edge of the fiber at an angle sufficiently oblique to give total internal reflection.",0.2263
"The trick is that out of all the rays diffusely reflected by E, we pick the one that happens to head for the mirror’s center, C. The equal-angle property of specular reflection plus a little straightforward geometry easily leads us to the conclusion that triangles ABC and CDE are the same shape, with ABC being simply a scaled-up version of CDE.",0.235
"11

1.1 The Nature of Light

The cause and effect relationship in vision

Despite its title, this chapter is far from your first look at light.",0.25
"Nowadays, people would expect the cause and effect relationship in vision to be the other way around, with the leaf doing something to our eye rather than our eye doing something to the leaf.",0.25
This is where the shortcomings of the Greek theory of vision become glaringly obvious.,0.25
"ray model

-*

->

>

Advantage: Simplicity.",0.25
"wave model



Advantage: Color is described naturally in terms of wavelength.",0.25
A repetition of the same proof also shows that the magnification in the third dimension is also the same.,0.25
"The scaling factor is called the magnification, M. The image in the figure is magnified by a factor M= 1.9.",0.25
The scaling factor is called the magnification.,0.25
Note that it is easy to confuse yourself if the mirror is even a tiny bit off of vertical; check whether you are able to see more of yourself both above and below.,0.25
"If the user of an astronomical telescope moves her head closer to or farther away from the image she is looking at, does the magnification change?",0.25
Does the angular magnification change?,0.25
"The magnification, M = d/d, will be less than one, i.e.",0.25
"Now change the location of the object a little bit and redetermine the magnification, showing that it changes.",0.25
Is the angular magnification different for the moon than for a distant star?,0.25
(a) Find a case where the magnification of a curved mirror is infinite.,0.25
Is the angular magnification infinite from any realistic viewing position?,0.25
(b) Explain why infinite magnification can’t be achieved by having d =0.,0.25
"This had the advantage that denser media would typically have higher indices of refraction, and for this reason the index of refraction is also referred to as the optical density.",0.25
"50

Chapter 4 Refraction and Images



(c) Two images of a rose created by the same lens and recorded with the same camera.",0.25
"After all, a theory is only created as a way of describing experimental observations.",0.25
"Since Huygens’ principle is equivalent to the principle of superposition, and superposition is a property of waves, what Huygens had created was essentially the first wave theory of light.",0.25
"When white light passes through a diffraction grating, what is the smallest value of m for which the visible spectrum of order m overlaps the next one, of order m+1?",0.25
This exercise was created by Dan Maclsaac.,0.25
"Before taking any numerical data, use algebra to find the focal length of the lens in terms of d0, the object distance that results in a magnification of 1/2.",0.25
"Measure the object distance that results in a magnification of 1/2, and determine the focal length of your lens.",0.25
There is only one slightly novel aspect of the situation.,0.2516
"It’s a manifestation of a very deep and important fact about nature, which is that the laws of physics do not distinguish between past and future.",0.2648
"Since the distance is changing gradually due to the two planets’ orbit motions, a finite speed of light would make the “Io clock” appear to run faster as the planets drew near each other, and more slowly as their separation increased.",0.2732
"How we see nonluminous objects

Not all the light energy that hits an object is transformed into heat.",0.2732
"At the atomic level, it becomes apparent that a beam of light has a certain graininess to it.",0.2732
"Also, the criterion for when we need the particle model really has more to do with energy scales than distance scales, although the two turn out to be related.",0.2732
"Light also has no mass, so until the twentieth century it was believed to be immune to gravity as well.",0.2732
"The answer is that the principle of least time is really a shortcut for finding certain results of the wave model of light, which is the topic of the last chapter of this book.",0.2732
"At a certain point, however, a dramatic change occurs.",0.2732
"One surprising wrinkle is that whereas a flat mirror used by itself forms a virtual image of an object that is real, here the mirror is forming a real image of virtual image I.",0.2732
The mathematical theory of lenses and curved mirrors gives us just such a surprise.,0.2732
"To get an image at infinity, we would have had to start with a converging set of rays, which is not physically possible, since diffuse reflection from a point on the wall creates diverging rays.",0.2732
"• Among gases, the ray gets closer to the normal if you increase the

density of the gas by pressurizing it more.",0.2732
In book 3 we developed an equation for the percentage of the wave energy that is transmitted and the percentage reflected at a boundary between media.,0.2732
"Homework Problems

55



56





This huge radio dish nestles in a natural canyon at Arecibo, Puerto Rico.",0.2732
"After filtering to select a certain wavelength of red light, we pass the light through a small pinhole.",0.2732
"It is a rather surprising mathematical fact, however, that Huygens’ principle gives the right result in the case of an unobstructed linear wave, (c) and (d).",0.2732
"He observed double-slit diffraction of light as well as a variety of other diffraction effects, all of which showed that light exhibited wave interference effects, and that the wavelengths of visible light waves were extremely short.",0.2732
"Lay the mirror on the tissue paper, and use it to create an image of the overhead lights on a piece of paper above it.",0.2732
Set up the illuminated object on the bench as well.,0.2732
"Determine the amplitude of the combined wave, and write it on the board as well.",0.2732
"Strong wave vibration occurs at angles X and Z, but there is none at all at angle Y.",0.2846
Most people are surprised by the fact that light can be reflected back into a less dense medium.,0.2878
"Light energy can also be absorbed by matter, i.e.",0.296
"Surprisingly, the same equations can also be applied to lenses, which are the topic of chapter 4.",0.296
"At some point the cavity became filled with jelly, and this jelly finally became a lens, resulting in the general type of eye that we share with the bony fishes and other vertebrates.",0.296
The equations for locating images and determining magnifications are of the same form.,0.296
"Now let’s compare with what would have happened if slit C had been covered, creating a plain old double slit.",0.296
"Since we have proven in the previous chapter that this type of image is not distorted, we can use an on-axis point, O, on the object.",0.3089
Make sure your answer does not imply a change in the ray’s speed.,0.3182
S A solution is given in the back of the book.,0.3182
An image in a flat mirror is essentially a pretechnological example: even animals can look at their reflections in a calm pond.,0.3182
The point where they cross is the image of the point on the original object.,0.3182
Mirrors and lenses will generally make an image that is either smaller than or larger than the original object.,0.3182
"Now for each one, use ray diagrams to determine whether increasing the distance of the object from the mirror leads to an increase or a decrease in the distance of the image from the mirror.",0.3182
"(Note that in the other method of handling the signs, the focal length would have been given as -3.0 m.)

Solution: As shown in ray diagram (a), d. is less than do.",0.3182
Which solution is physically consistent with the assumptions of the calculation?,0.3182
S A solution is given in the back of the book.,0.3182
"In the ray model of light, we describe the original ray as splitting into a reflected ray and a transmitted one (the one that gets through the boundary).",0.3182
"Of course the reflected ray goes in a direction that is different from that of the original one, according to the rules of reflection we have already studied.",0.3182
