Line,Score
"Do not, however, make the mistake of thinking that all desire is yearning.",0.2023
"And if “saturation” means that one simply could not absorb or contain one single drop more, why does “saturation” not bring with it a connotation of satisfaction, either in concept, or in experience?",0.2023
Neither Cornell nor Warhol made the mistake of thinking that all desire is yearning.,0.2023
He is not a delivery man; she is not a bored housewife.,0.2057
"Likewise, when I speak of doubt, I am not talking about doubting God’s existence, or the truth of any gospel.",0.211
"When I was alive, I aimed to be a student not of longing but of light.",0.2112
"I spit out the objects in a snaky blue paste on my plate and offered to help the police boat look for you, but they said the currents were too unusual.",0.2144
"In his book On Being Blue, William Gass argues that what we readers really want is “the penetration of privacy”: “We want to see under the skirt.” But his penetration is eventually tiresome, even to himself: “What good is my peek at her pubic hair if I must also see the red lines made by her panties, the pimples on her rump, broken veins like the print of a lavender thumb, the stepped-on look of a day’s-end muff?",0.223
"You might want to dilute it and swim in it, you might want to rouge your nipples with it, you might want to paint a virgin’s robe with it.",0.2263
"A warm afternoon in early spring, New York City.",0.2263
I guess I just mean thinking that it’s worth it to keep one’s eyes open.,0.2263
"I will admit, however, upon considering the matter further, that writing does do something to one’s memory—that at times it can have the effect of an album of childhood photographs, in which each image replaces the memory it aimed to preserve.",0.2263
I stopped hoping.,0.2263
"On its cover sheet I wrote a slogan of penetration: Do not tell lies and do not do what you hate, for all things are manifest in the sight of heaven.",0.234
"According to Dionysius, the Divine Darkness appears dark only because it is so dazzlingly bright—a paradox I have attempted to understand by looking directly at the sun and noticing the dark spot that flowers at its center.",0.235
"Goethe describes blue as a lively color, but one devoid of gladness.",0.2382
"This idea has its charms, but I think it possible that I have watched too many blue movies for it to have a lasting hold on me.",0.2382
"A male satin bowerbird would have tottered with it in his beak over to his bower, or his “trysting place,” as some field guides put it, which he spends weeks adorning with blue objects in order to lure a female.",0.25
At times I have heard it said that we don’t dream in color.,0.25
At times I have been tempted to think that we dream more colorfully now because of the cinema.,0.25
"Shortly after finding out about the bluets, I have a dream in which I am sent an abundance of cornflowers.",0.25
"It often happens that we count our days, as if the act of measurement made us some kind of promise.",0.2516
"“In view of the fact that Goethe’s explanation of color makes no physical sense at all,” one critic recently noted, “one might wonder why it is considered appropriate to reissue this English translation.” Wittgenstein put it this way: “This much I understand: that a physical theory (such as Newton’s) cannot solve the problems that motivated Goethe, even if he himself didn’t solve them either.” So what were Goethe’s problems?",0.2575
"Well, and what of it?",0.2732
"At the bottom of the swimming pool, I watched the white winter light spangle the cloudy blue and I knew together they made God.",0.2732
"There are, however, many stories of women—particularly saints—blinding themselves in order to maintain their chastity, to prove that they “only have eyes” for God or Christ.",0.2732
"In religious accounts, these women are announcing, via their amputations, their fidelity to God.",0.2732
"I am interested in having three orifices stuffed full of thick, veiny cock in the most unforgiving of poses and light.",0.2732
I will not choose between the blue things of the world and the words that say them: you might as well be heating up the poker and readying your eyes for the altar.,0.2732
"You once described it to me as “a type of blue.” I did not know then if I agreed, for I had not yet seen the tree.",0.2732
For the fact is that one can maintain a chromophilic recklessness well into adulthood.,0.2732
"Over the years I have amassed countless blue stones, blue shards of glass, blue marbles, trampled blue photographs peeled off sidewalks, pieces of blue rubble from broken buildings, and though I can’t remember where most of them came from, I love them nonetheless.",0.2732
"Losing what one loves is simpler, more common, than that.",0.2732
"Well, what changed?",0.2732
"“You cannot step into the same river twice”—a heartening anthem, without a doubt.",0.2755
"She is trying to get me to see that although I thought I loved this man very completely for exactly who he was, I was in fact blind to the man he actually was, or is.",0.296
"Cornell even coined a word to describe the sensation he hoped to produce by blue-tinting his work: “Blueaille.” I have no idea how he pronounced it, which is fine by me—this way it can be “bluet” (like the flower), “blue-ail” (like an affliction), or “blue-aye” (like Versailles, or blue-eye).",0.296
"But I can say this: in watching her, sitting with her, helping her, weeping with her, touching her, and talking with her, I have seen the bright pith of her soul.",0.296
"As I collected blues for this project—in folders, in boxes, in notebooks, in memory—I imagined creating a blue tome, an encyclopedic compendium of blue observations, thoughts, and facts.",0.296
"To be fair, this book will not tell you about any, either.",0.3182
"A membrane can simply rip off your life, like a skin of congealed paint torn off the top of a can.",0.3182
This still seems fair enough.,0.3182
I already know how you are in love with your weeping.,0.3182
"But though I have learned to act as if I feel differently, the truth is that my feelings haven’t really changed.",0.3182
I know all about this passing for truth.,0.3182
"To surround it with figures and colors, so that it can be seen,” wrote Joubert, calmly professing a heresy.",0.3182
But truth be told: I saw them as purple.,0.3182
"“Why is the sky blue?”—A fair enough question, and one I have learned the answer to several times.",0.3182
Is it a flattering portrait?,0.3182
"This may have served some purpose for you, but whatever it was, surely it bore little resemblance to mine.",0.3291
"Mostly what happens in such cases is that people give you stories or leads or gifts, and then you can play with these things instead of with words.",0.34
"The little square junk of navy blue dye you brought me long ago, when we barely knew each other, folded neatly into a paper wrapper.",0.34
Heads are easily taken off” (Lorine Niedecker).,0.34
"Now I know that they do, in the eastern and central Sahara desert, and that they are called Tuareg, which means “abandoned by God.” I also know that many Westerners—including several Western women—have shared in this fantasy.",0.34
"Unlike Yves Klein, however, Cornell had no urge to patent his invention (which is just as well, as you can’t yet patent a sensation, thank God).",0.34
"Perhaps it is becoming clearer why I felt no romance when you told me that you carried my last letter with you, everywhere you went, for months on end, unopened.",0.34
For the fact is that neuroscientists who study memory remain unclear on the question of whether each time we remember something we are accessing a stable “memory fragment”—often called a “trace” or an “engram”—or whether each time we remember something we are literally creating a new “trace” to house the thought.,0.34
"Or forget belief: imagine feeling, even if for a moment, that it were true.",0.34
"For Warhol, fucking was less about desire than it was about killing time: it is take-it-or-leave-it work, accomplished similarly by geniuses and retards, just like everything else at the Factory.",0.3446
"This may be but a colorized restatement of Wittgenstein’s remark, “if only you do not try to utter what is unutterable then nothing gets lost.",0.3491
Do not be overly troubled by this fact.,0.357
"“He found the world drab, and was upset by flaking paint and other blemishes; he liked bright colours, but became depressed when they faded.” Not long after he gained vision and saw the world in full color, he “died in unhappiness.”

32.",0.3612
But what would it look like to act otherwise?,0.3612
"There are those, however, who like to look.",0.3612
"I like to look, too.",0.3612
I like blues that keep moving.,0.3612
Less experienced builders sometimes don’t attract any females at all.,0.3612
"What women, one would like to ask, did he know?",0.3612
"When it breaks through the drugs, of which there are many, she says it feels like a scrim goes up between her and the rest of the world.",0.3612
"This didn’t stop a certain Horace Bénédict de Saussure, however, from inventing, in 1789, a device he called the “cyanometer,”with which he hoped to measure the blue of the sky.",0.3612
"That is to say: I have been trying to go limp in the face of my heartache, as another friend says he does in the face of his anxiety.",0.3612
They are all eager to touch it.,0.3612
"Then again, perhaps it does feel like a fire—the blue core of it, not the theatrical orange crackling.",0.3612
It is tempting to derive some kind of maturity narrative here: eventually we sober up and grow out of our rash love of intensity (i.e.,0.3612
"By 2005, Viva had apparently changed her mind, and she appeared with the film at several festivals.",0.3612
"How often I’ve imagined the bubble of body and breath you and I made, even though by now I can hardly remember what you look like, I can hardly see your face.",0.3612
"But if writing does displace the idea—if it extrudes it, as it were, like grinding a lump of wet clay through a hole—where does the excess go?",0.3612
"The placement is intentional—I like to see the sun pass through the blue glass, the bottle of blue ink, the translucent blue stones.",0.3612
"“If you were to squeeze me like a lemon you would get nothing more out of me.”

228.",0.3612
"Perhaps it would help to be told that there is no bottom, save, as they say, wherever and whenever you stop digging.",0.3612
"And so I fell in love with a color—in this case, the color blue—as if falling under a spell, a spell I fought to stay under and get out from under, in turns.",0.3744
"“We love to contemplate blue, not because it advances to us, but because it draws us after it,” wrote Goethe, and perhaps he is right.",0.3818
Or is the love itself the disturbance?,0.3818
"In his Opticks, Newton periodically refers to an invaluable “assistant” who helps him refract the shaft of sunlight streaming in through the aperture Newton had drilled into the wall of his “dark chamber”—an assistant to Newton’s discovery, or revelation, of the spectrum.",0.3818
"I don’t know if I will be alive to see them, or if I will be here to see them, or if I will ever be able to see them as blue, even as a type of blue.",0.3818
"Of course one can have “the blues” and stay alive, at least for a time.",0.3818
"And as the digitization process privileges green over both red and blue, the correspondents have decided to collect the blues that “fall out” of film during the transfer.",0.3818
"One of the most vulnerable items is a scrap of paper that reads: you said you think of blue, written to me by a lover from long ago.",0.3832
Suppose I were to begin by saying that I had fallen in love with a color.,0.4019
"In fact everyone in town called it “the orange restaurant.” Yet every time I came home from work and passed out in my smoke-drenched clothes, my feet propped up on the wall, the dining room reappeared in my dreams as pale blue.",0.4019
"Perhaps the most one can do is look back and see that surprises have occurred, chances are that they will again.",0.4019
"Sei Shōnagon felt similarly: “Whatever people may think of my book,” she wrote after her pillow book gained fame and notoriety, “I still regret that it ever came to light.”

197.",0.4019
"He offers this quick test: “Compare the feelings of an animal engaged in eating another with those of the animal being eaten.”

216.",0.4019
But really this is like hoisting a harness onto an invisible horse.,0.4144
"But you talk of all this jauntily, when really it is more like you have been mortally ill, and these correspondents send pieces of blue news as if last-ditch hopes for a cure.",0.4201
I liked these instructions.,0.4215
If you are in love with red then you slit or shoot.,0.4215
"In their international survey of the “Most Wanted Painting,” the Russian émigré team Vitaly Komar and Alex Melamid discovered that country after country—from China to Finland to Germany to the United States to Russia to Kenya to Turkey—most wanted a blue landscape, with slight variances (a ballerina here, a moose there, and so on).",0.4215
"He was also a builder of bowers, which he called “habitats,” as befits someone who adored birds.",0.4215
"Perhaps this is why writing all day, even when the work feels arduous, never feels to me like “a hard day’s work.” Often it feels more like balancing two sides of an equation—occasionally quite satisfying, but essentially a hard and passing rain.",0.4304
It was around this time that I first had the thought: we fuck well because he is a passive top and I am an active bottom.,0.4404
"If a color cannot cure, can it at least incite hope?",0.4404
"When I say “hope,” I don’t mean hope for anything in particular.",0.4404
Then came the song’s next line: Now I’ve gone and lost the best baby that I ever had.,0.4404
Is there a good kind of hustler?,0.4404
"Someone who seems good at it, professional.",0.4404
"The rocks I dug up this summer in the north country, for example, each one mysteriously painted round its belly with a bright blue band.",0.4404
Some of these pills are bright blue.,0.4404
"When looking at something that purports to be you, all you can do is comment on whether you feel it is a good resemblance or not.",0.4404
"Lately I have been trying to learn something about “the fundamental impermanence of all things” from my collection of blue amulets, which I have placed on a ledge in my house that is, for a good half of the day, drenched in sunlight.",0.4404
I remember that day very clearly: I had received a phone call.,0.4576
"How could all the shreds of blue garbage bags stuck in brambles, or the bright blue tarps flapping over every shanty and fish stand in the world, be, in essence, the fingerprints of God?",0.4588
But can it really be said that the guppy cares about being orange?,0.4588
"I’ve that at home.” After asserting that the blue we want from life is in fact found only in fiction, he counsels the writer to “give up the blue things of this world in favor of the words which say them.”

62.",0.4588
Nowadays half the adults in the Western world say that blue is their favorite color.,0.4588
"Who cares why these people have found themselves in this banal, suburban tract home in Burbank?",0.4588
"Wittgenstein’s Tractatus Logico-Philosophicus—the first and only book of philosophy he published in his lifetime—clocks in at sixty pages, and offers a grand total of seven propositions.",0.4588
"One can wish to be surprised (état d’attente), but it is hard, if not impossible, to will being surprised.",0.4678
I think they look and feel very strange and beautiful.,0.4715
Progress!,0.4753
"The song features Cohen at his most lugubrious and opaque, which is saying a lot, but I have always loved its final line—“Sincerely, L. Cohen”—as it makes me feel less alone in composing almost everything I write as a letter.",0.4754
"The blue things I treasure are gifts, or surprises in the landscape.",0.4767
"For many years, I took these to be the words of a wise man.",0.4767
"To stumble upon discarded canisters of a bad Hollywood movie, to cut the reels up in an effort to isolate the thing you love to gaze upon most, to project the resulting patchwork through the lens of your favorite color, alongside a bustling “tropical” soundtrack: this seems to me, right now, the perfect film.",0.4767
Then I lay my head down on the desk and start to weep.—Why doesn’t this help?,0.481
That is to say: I don’t care if it’s colorless.,0.4939
"What I have heard: when the mines of Sar-e-Sang run dry (locals say the repressive rule of the Taliban, who, in 2000, blew up the two giant statues of Buddha at the mines’ entrance—Buddhas whose blue auras were the oldest-known application of lapis on earth—caused a particularly long dry spell; God only knows what the American bombing has done since), the miners use dynamite to bleed a vein, in hopes of starting a “blue rush.”

81.",0.4939
"Eventually I confess to a friend some details about my weeping—its intensity, its frequency.",0.4939
"“My removal arose not out of a conscious decision, but was simply a natural fading away from film,” writes artist Mike Kelley.",0.5023
"Perhaps writing is not really pharmakon, but more of a mordant—a means of binding color to its object—or of feeding it into it, like a tattoo needle drumming ink into skin.",0.5023
"An appreciation, an affinity.",0.5106
I have enjoyed telling people that I am writing a book about blue without actually doing it.,0.5106
"The blue collage you sent me so long ago from Africa, for example, made me hopeful.",0.5106
"This bespeaks the generosity of my friends—I imagine that most Americans would give themselves about a year, maybe two, before they castigated themselves into some form of yanking up the bootstraps.",0.5106
"In his unfinished novel Heinrich von Ofterdingen, Novalis tells the story of a medieval troubadour who sees a little blue flower—perhaps a bluet—in a dream.",0.5106
"In the end, climactically rebuffed, young Werther shoots himself in the head while wearing a blue coat—a coat which is a replica of the one he was wearing the night he first danced with his beloved.",0.5106
When you first told me about the jacarandas I felt hopeful.,0.5106
"In the rubble of this flood was found a partial manuscript of her book, The Oblivion Seekers, a collection one critic has described as “one of the strangest human documents that a woman has given to the world.” Its first story begins: “Long and white, the road twists like a snake toward the far-off blue places, toward the bright edges of the earth.”

142.",0.5106
Please don’t try to convince me.,0.5106
"They are American, they are shaggy, they are wild, they are strong.",0.5106
"And what kind of madness is it anyway, to be in love with something constitutionally incapable of loving you back?",0.5118
"For Emerson, dreams and drunkenness were but the “semblance and counterfeit” of an “oracular genius.” Therein lies their danger: they mimic—often quite well—the “flames and generosities of the heart.” I suppose he is advocating, in his “sermons,” which steadily displace the God of theology with one of Nature, what we might now term “a natural high.”

211.",0.5187
"You might as well act as if objects had the colors, the Encyclopedia says.—Well, it is as you please.",0.5267
"She told me that pollution, too, could be worshiped, simply because it exists.",0.5267
"In a 1994 interview, about twenty years after he wrote “Famous Blue Raincoat,” Cohen admitted that he could no longer remember the specifics of the love triangle that the song describes.",0.5267
"Despite his falling away from film, Kelley remains charmed by Joseph Cornell’s 1936 film Rose Hobart, a collage of found footage of a jungle B-movie called East of Borneo.",0.5337
Admit that you have stood in front of a little pile of powdered ultramarine pigment in a glass cup at a museum and felt a stinging desire.,0.5423
"As in Humboldt’s Travels (Ross, 1852): “We beheld with admiration the azure colour of the sky.",0.5423
"Wonderful was the triumphant tree, and I stained with sin, wounded with wrongdoing .",0.5423
"Whereas if you truly become someone on whom nothing is lost, then loss will not be lost upon you, either.",0.546
"“Nostalgia for samsara,” some Buddhists call this affliction, the talons of which seem to grow but sharper as soon as one begins to understand the importance of escaping them.",0.5499
"Of all the philosophers, Schopenhauer is the most hilarious and direct spokesperson for this idea: “As a rule we find pleasure much less pleasurable, pain much more painful than we expected.” You don’t believe him?",0.5552
"That this blue exists makes my life a remarkable one, just to have seen it.",0.5574
"But what if the prince of blue’s unbuttoned pants are the divine, I pleaded.",0.5574
"“Clearness is so eminently one of the characteristics of truth, that often it even passes for truth itself,” wrote Joseph Joubert, the French “man of letters” who recorded countless such fragments in notebooks for forty years in preparation for a monumental work of philosophy that he never wrote.",0.5574
"I do not know the reason for this blue pussy, meant to convey both divine bewilderment and revelation.",0.5574
"My injured friend is now able to write letters via voice-recognition software to keep her friends abreast of changes in her condition, of which there have been many.",0.5574
"Over the past decade I have been given blue inks, paintings, postcards, dyes, bracelets, rocks, precious stones, watercolors, pigments, paperweights, goblets, and candies.",0.5719
For just because one loves blue does not mean that one wants to spend one’s life in a world made of it.,0.5719
In England “the blue hour” is happy hour at the pub.,0.5719
"In each place he lived, he built a bed high in the air served by a precarious ladder, then placed precious orchids on wobbly stands near the bottom of the ladder so that often one would knock the flowers over upon one’s descent.",0.5719
"Experienced builders and performers can attract up to thirty-three females to fuck per season if they put on a good enough show, have built up enough good blue in their bower, and have the contrast with the yellow straw down right.",0.5859
I am still looking for the beauty in that.,0.5859
"Ravaged,” a man tells the narrator in the opening lines of Duras’s The Lover.",0.5859
"A good many have figured God as light, but a good many have also figured him as darkness.",0.5927
"Buttercup’s colors were a source of endless fascination to me, but she was five feet long and strong and I did not like to feel her coil around my biceps if he wasn’t in the room.",0.5974
"Not only can we dream in color, but more importantly: how could anyone else know if we do or do not?",0.598
To have seen such beautiful things.,0.5994
"You will descend into a blue underworld, blue with hungry ghosts, Krishna blue, the blue faces of the ones you loved.",0.5994
"But what kind of love is it, really?",0.6003
"“A spectacle and nothing strange a single hurt color and an arrangement in a system to pointing,” I read aloud, scanning the room for a face that also shows signs of being worried about hurt colors.",0.6052
I watched the lines arrive around my eyes like engraved sunbursts; it was like watching flowers open in time-lapse on a windowsill.,0.6124
"“It may be said to disturb rather than enliven.” Is to be in love with blue, then, to be in love with a disturbance?",0.6249
"This man had one tattoo, a navy blue snake, which I liked to watch dance against the white of his wrist when the rest of his hand had disappeared inside me.",0.6249
"During one particularly despondent New York City winter, I bought a huge can of bright yellow paint at the hardware store on Allen Street, imagining that I might buoy my soul with its cheer.",0.6258
"It was very beautiful on him, very simple.",0.6361
Love?,0.6369
Perhaps it is also that of love.,0.6369
"You were on your way to a seaside town, a town of much blue, where you would be spending a week with the other woman you were in love with, the woman you are with now.",0.6369
"I’m in love with you both in completely different ways, you said.",0.6369
143.,0.6369
"red); eventually we learn to love more subtle things with more subtlety, etc.",0.6369
"Cyanosis: “a blueness of the skin due to imperfectly oxygenated blood, as from a malformation of the heart.” As in: “His love for me produces a cyanosis” (S. Judd, 1851).",0.6369
Love the one you’re with.,0.6369
Love the color green.,0.6369
But now you are talking as if love were a consolation.,0.6369
"“I just don’t feel like you’re trying hard enough,” one friend says to me.",0.6486
"Holed up in the north country for the month of May, a May which saw but four days of sunshine.",0.6486
"I have been trying to place myself in a land of great sunshine, and abandon my will therewith.",0.6597
(To know what dreams were like before the cinema!),0.6696
"We don’t get to choose what or whom we love, I want to say.",0.6705
"There was a dance underway, in a mahogany ballroom, where we were dancing the way people dance when they are telling each other how they want to make love.",0.6705
"On the radio a DJ was going through the best albums of the century, and somewhere, I think around number thirty, was Joni Mitchell’s Blue.",0.6705
"A male guppy only cares about being orange, in order to attract one.",0.6705
"It is easier, of course, to find dignity in one’s solitude.",0.6705
"On the other hand, it must be admitted that there are aftereffects, impressions that linger long after the external cause has been removed, or has removed itself.",0.6705
"This seems just, as this lover was always breaking things then coming up with ingenious means of rigging them back together.",0.6705
But are you certain—one would like to ask—that it was sweet?,0.6705
"Others, like Epicurus, proposed the inverse—that objects themselves project a kind of ray that reaches out toward the eye, as if they were looking at us (and surely some of them are).",0.6808
"“When our companion fails us we transfer our love instantaneously to a worthy object,” wrote Thoreau during his bitter falling-out with Emerson, unwittingly offering a cogent explanation of how and why so many songwriters have personified blue as the one friend they can count on.",0.6908
She would have preferred to live perpetually in “l’heure de bleu.” Her dear friend Frank O’Hara understood.,0.7003
"In Virginia, in 2002, for example, a group of Southern Baptists organized a day of prayer exclusively for the Tuareg, “so that they will know God loves them.”

149.",0.7003
I’ve read that children pretty much prefer red hands-down over all other colors; the shift into liking cooler tones—such as blue—happens as they grow older.,0.7096
"This is a conscious, clearly ego-directed, activity.” I find myself in agreement with him on all counts.",0.7096
"“We pray that we may come unto this Darkness which is beyond light, and, without seeing and without knowing, to see and to know that which is above vision and knowledge through the realization that by not-seeing and unknowing we attain to true vision and knowledge,” Dionysius wrote, as if clarifying the matter.",0.714
"“suffering, joy, exertion, is not for [woman]; her life should flow by more quietly, trivially, gently than the man’s without being essentially happier or unhappier,” wrote Schopenhauer.",0.7155
"Cornell’s instructions for the film state that it should be screened with a soundtrack of Latin dance music, and that it should be projected through a deep blue filter, so as to bathe Rose in the color he so loved.",0.7177
"Eventually you will have to give up this love, she told me one night while I made us dinner.",0.7184
"For others, it is the mark of a malevolence, a sure sign that our entire existence here is best understood as a sort of joke or mistake.",0.719
"Equally complicated: the idea of agnosia, or unknowing, which is what one ideally finds, or undergoes, or achieves, within this Divine Darkness.",0.7227
"For Cornell, desire was a sharpness, a tear in the static of everyday life—in his diaries he calls it “the spark,” “the lift,” or “the zest.” It delivers not an ache, but a sudden state of grace.",0.7304
In this dream it is perfectly all right that that is their name.,0.7351
One image of the intellectual: a man who loses his eyesight not out of shame (Oedipus) but in order to think more clearly (Milton).,0.7404
"I have been introduced to a man who had one of his front teeth replaced with lapis lazuli, solely because he loved the stone, and to another who worships blue so devoutly that he refuses to eat blue food and grows only blue and white flowers in his garden, which surrounds the blue ex-cathedral in which he lives.",0.743
"“Though lovers be lost love shall not,” etc.",0.743
"I have spent a lot of time staring at this core in my own “dark chamber,” and I can testify that it provides an excellent example of how blue gives way to darkness—and then how, without warning, the darkness grows up into a cone of light.",0.7562
"But what de Saussure actually “invented” was a cardboard chart with 53 cut-out squares sitting alongside 53 numbered swatches, or “nuances,” as he called them, of blue: you simply hold the sheet up to the sky and match its color, to the best of your ability, to a swatch.",0.7579
"Months before this afternoon I had a dream, and in this dream an angel came and said: You must spend more time thinking about the divine, and less time imagining unbuttoning the prince of blue’s pants at the Chelsea Hotel.",0.765
"Two of the blue correspondents—two filmmakers—have just reported from the field to say that they have undertaken a rescue project, a rescue of soon-to-be-lost blues.",0.765
"I have not yet spoken of the princess of blue, which is somewhat intentional: it is unwise to give away too much information about a good dealer, and she has been, for almost two decades now, an excellent and primary supplier of blue.",0.765
"Whenever I speak of faith, I am not speaking of faith in God.",0.7717
"But my love for blue has never felt to me like a maturing, or a refinement, or a settling.",0.7717
"It is beautiful, and despite what the poets and philosophers and theologians have said, I think beauty neither obscures truth nor reveals it.",0.7742
So please do not write to tell me about any more beautiful blue things.,0.7774
“Life is usually stronger than people’s love for it” (Adam Phillips): this is what Holiday’s voice makes audible.,0.7783
God is truth; truth is light; God is light; etc.,0.7783
"Plato does not call fucking pharmakon, but then again, while he talks plenty about love, Plato does not say much about fucking.",0.7783
"It does not really bother me that half the adults in the Western world also love blue, or that every dozen years or so someone feels compelled to write a book about it.",0.7855
But I am not yet sure how to sever the love from the lover without occasioning some degree of carnage.,0.7928
If you are in love with blue you fill your pouch with stones good for sucking and head down to the river.,0.7964
"When something ceases to bring you pleasure, you cannot talk the pleasure back into it.",0.8126
"Its intensity at the zenith appeared to correspond to 41° of the cyanometer.” This latter sentence brings me great pleasure, but really it takes us no further—either into knowledge, or into beauty.",0.8151
"“Mitchell’s voice is a husky shadow of its former feather-light glory, mirroring how her joyful, playful attitude has dwindled to bitter dissatisfaction.”

144.",0.8176
I feel confident enough of the specificity and strength of my relation to it to share.,0.8225
"The Tuareg wear flowing robes so bright and rich with blue that over time the dye has seeped into their skin, literally blueing it.",0.8227
"To contemplate them reminds me of playing Pin the Tail on the Donkey: you get spun around until you wander off, disoriented and blindfolded, walking gingerly with a hand stretched out in front of you, until you either run into a wall (laughter), or a friend gently pushes you back toward the game.",0.8271
"For while one may repeatedly insist that all one wants is to be satisfied and happy, the truth is that one can often find oneself clinging to samsara with a vengeance.",0.8316
"In fact, I think I would like it best if my writing could empty me further of them, so that I might become a better vessel for new blue things.",0.8316
"It seemed to me that I saw a tree, more wonderful than any other, spring high aloft, bathed in light, brightest of wood.",0.8399
"For Mallarmé, the perfect book was one whose pages have never been cut, their mystery forever preserved, like a bird’s folded wing, or a fan never opened.",0.8524
"If I were today on my deathbed, I would name my love of the color blue and making love with you as two of the sweetest sensations I knew on this earth.",0.8555
"For to wish to forget how much you loved someone—and then, to actually forget—can feel, at times, like the slaughter of a beautiful bird who chose, by nothing short of grace, to make a habitat of your heart.",0.8679
"I try to avoid generalities when it comes to the business of gender, but in all honesty I must admit that I simply cannot conceive of a version of female intelligence that would advocate such a thing.",0.8765
"So I applied for grant after grant, describing how exciting, how original, how necessary my exploration of blue would be.",0.8985
"But then I think of “The Dream of the Rood,” one of the first documents in Old English, from around the eighth century, which flickers with color (and with pleasure, and with pain): “Behold I shall tell of a most marvelous dream .",0.9036
"One of Shōnagon’s first entries describes her delight in the Festival of Blue Horses, a day on which twenty-one glorious gray-blue horses from the Imperial stables are paraded in front of the Emperor.",0.9062
"For quite some time I thought this was luck, or wish fulfillment—naturally my dreams would convert everything to blue, because of my love for the color.",0.9118
"“I love to gaze at a promising-looking cock,” writes Catherine Millet in her beautiful sex memoir, before going on to describe how she also loves to look at the “brownish crater” of her asshole and the “crimson valley” of her pussy, each opened wide—its color laid bare—for the fucking.",0.9153
"Instead I say something about how clinical psychology forces everything we call love into the pathological or the delusional or the biologically explicable, that if what I was feeling wasn’t love then I am forced to admit that I don’t know what love is, or, more simply, that I loved a bad man.",0.9269
"And I’ve never heard of anyone being in love with a flower.” Nonetheless, he devotes his life to searching for it: thus begins the adventure, the high romance, the romance of seeking.",0.946
